,county_name,fips_code,state,blue_votes,red_votes,other_votes,blue_percentage,red_percentage,other_percentage
4455,Dent,29065.0,Missouri,978,5600,213,0.14401413635694302,0.8246208216757474,0.03136504196730967
4458,Douglas,29067.0,Missouri,984,5486,196,0.1476147614761476,0.8229822982298229,0.029402940294029404
4461,Dunklin,29069.0,Missouri,2360,8026,192,0.22310455662696163,0.7587445641898279,0.018150879183210438
4464,Franklin,29071.0,Missouri,12341,35430,2342,0.24626344461516972,0.7070021750843095,0.04673438030052082
4467,Gasconade,29073.0,Missouri,1520,5670,255,0.20416386836803224,0.7615849563465413,0.03425117528542646
4470,Gentry,29075.0,Missouri,605,2304,134,0.1988169569503779,0.7571475517581334,0.04403549129148866
4473,Greene,29077.0,Missouri,42728,78035,8468,0.330632742917721,0.6038411836169341,0.065526073465345
4476,Grundy,29079.0,Missouri,780,3462,68,0.18097447795823665,0.8032482598607888,0.01577726218097448
4479,Harrison,29081.0,Missouri,574,2965,150,0.1555977229601518,0.8037408511791814,0.040661425860666844
4482,Henry,29083.0,Missouri,2357,7075,434,0.23890127711331846,0.7171092641394688,0.04398945874721265
4485,Hickory,29085.0,Missouri,1016,3542,166,0.21507197290431837,0.7497883149872989,0.03513971210838273
4488,Holt,29087.0,Missouri,347,1926,82,0.1473460721868365,0.8178343949044586,0.03481953290870488
4491,Howard,29089.0,Missouri,1283,3277,308,0.2635579293344289,0.6731717337715695,0.06327033689400165
4494,Howell,29091.0,Missouri,2881,13893,681,0.1650529934116299,0.7959323975938126,0.039014608994557436
4497,Iron,29093.0,Missouri,933,3173,163,0.21855235418130708,0.743265401733427,0.03818224408526587
4500,Jackson,29095.0,Missouri,71237,91557,10481,0.41112105035348434,0.5283912855287837,0.06048766411773193
4503,Jasper,29097.0,Missouri,10572,35070,2684,0.2187642262964036,0.7256963125439722,0.05553946115962422
4506,Jefferson,29099.0,Missouri,31568,69036,5634,0.29714414804495565,0.6498239801201077,0.05303187183493665
4509,Johnson,29101.0,Missouri,5930,13719,1483,0.28061707363240584,0.6492049971607041,0.07017792920689002
4512,Knox,29103.0,Missouri,379,1416,75,0.20267379679144384,0.7572192513368984,0.040106951871657755
4515,Laclede,29105.0,Missouri,2553,12881,617,0.1590555105600897,0.8025045168525325,0.03843997258737773
4518,Lafayette,29107.0,Missouri,4053,10988,835,0.2552910052910053,0.6921138825900731,0.05259511211892164
4521,Lawrence,29109.0,Missouri,2901,13089,725,0.173556685611726,0.7830690996111277,0.04337421477714628
4524,Lewis,29111.0,Missouri,934,3344,178,0.20960502692998204,0.7504488330341114,0.039946140035906644
4527,Lincoln,29113.0,Missouri,5575,18159,1228,0.22333947600352536,0.727465747936864,0.04919477605961061
4530,Linn,29115.0,Missouri,1240,4088,259,0.2219437981027385,0.7316985860032218,0.046357615894039736
4533,Livingston,29117.0,Missouri,1265,4879,277,0.19700981155583241,0.7598504905777916,0.043139697866375955
4536,McDonald,29119.0,Missouri,1329,6599,314,0.16124727008007766,0.8006551807813638,0.038097549138558603
4539,Macon,29121.0,Missouri,1548,5798,275,0.20312294974412806,0.7607925469098543,0.03608450334601758
4542,Madison,29123.0,Missouri,1005,4102,214,0.1888742717534298,0.770907724112009,0.04021800413456117
4545,Maries,29125.0,Missouri,794,3561,145,0.17644444444444443,0.7913333333333333,0.03222222222222222
4548,Marion,29127.0,Missouri,2994,9419,525,0.23141134642139435,0.7280105116710466,0.04057814190755913
4551,Mercer,29129.0,Missouri,216,1486,43,0.12378223495702005,0.8515759312320917,0.02464183381088825
4554,Miller,29131.0,Missouri,1750,9285,381,0.15329362298528382,0.8133321653819201,0.03337421163279607
4557,Mississippi,29133.0,Missouri,1458,3600,111,0.2820661636680209,0.6964596633778294,0.021474172954149738
4560,Moniteau,29135.0,Missouri,1237,5347,246,0.18111273792093704,0.7828696925329429,0.03601756954612006
4563,Monroe,29137.0,Missouri,853,3159,144,0.20524542829643888,0.7601058710298364,0.03464870067372473
4566,Montgomery,29139.0,Missouri,1119,4127,183,0.20611530668631423,0.7601768281451464,0.033707865168539325
4569,Morgan,29141.0,Missouri,1768,6760,293,0.20043079015984583,0.7663530211994105,0.03321618864074368
4572,New,29143.0,Missouri,1933,5270,154,0.2627429658828327,0.7163245888269675,0.02093244529019981
4575,Newton,29145.0,Missouri,4990,20553,1063,0.18755168007216416,0.7724949259565511,0.039953393971284674
4578,Nodaway,29147.0,Missouri,2529,6380,549,0.26739268344258826,0.6745612180164939,0.05804609854091774
4581,Oregon,29149.0,Missouri,865,3671,132,0.18530419880034277,0.7864181662382177,0.028277634961439587
4584,Osage,29151.0,Missouri,998,5856,236,0.14076163610719322,0.8259520451339916,0.033286318758815235
4587,Ozark,29153.0,Missouri,724,3639,142,0.16071032186459488,0.8077691453940067,0.031520532741398447
4590,Pemiscot,29155.0,Missouri,1947,3964,116,0.3230462916874067,0.6577069852331177,0.019246723079475694
4593,Perry,29157.0,Missouri,1520,6908,312,0.17391304347826086,0.7903890160183067,0.035697940503432495
4596,Pettis,29159.0,Missouri,4324,12810,977,0.23874993098117167,0.7073049527911214,0.05394511622770692
4599,Phelps,29161.0,Missouri,4766,12709,1078,0.2568856788659516,0.6850105104295802,0.05810381070446828
4602,Pike,29163.0,Missouri,1806,5274,302,0.2446491465727445,0.7144405310214034,0.04091032240585207
4605,Platte,29165.0,Missouri,20057,25933,2895,0.4102894548429989,0.5304899253349699,0.0592206198220313
4608,Polk,29167.0,Missouri,2631,10438,694,0.19116471699484125,0.7584102303276902,0.05042505267746857
4611,Pulaski,29169.0,Missouri,2922,9876,690,0.2166370106761566,0.7322064056939501,0.05115658362989324
4614,Putnam,29171.0,Missouri,353,1936,57,0.1504688832054561,0.8252344416027281,0.024296675191815855
4617,Ralls,29173.0,Missouri,1138,3969,159,0.21610330421572352,0.7537030003797949,0.03019369540448158
4620,Randolph,29175.0,Missouri,2283,7529,497,0.22145697933844213,0.7303327189834126,0.04821030167814531
4623,Ray,29177.0,Missouri,3090,7104,675,0.2842947833287331,0.6536019873033397,0.06210322936792713
4626,Reynolds,29179.0,Missouri,540,2406,92,0.17774851876234365,0.7919684002633312,0.030283080974325215
4629,Ripley,29181.0,Missouri,830,4522,172,0.1502534395365677,0.8186097031136857,0.031136857349746562
4632,St.,29183.0,Missouri,68626,121650,10729,0.34141439267679907,0.6052088256511032,0.05337678167209771
4635,St.,29185.0,Missouri,936,3501,193,0.2021598272138229,0.7561555075593952,0.04168466522678186
4638,Ste.,29186.0,Missouri,2542,5496,431,0.3001535010036604,0.648955012398158,0.0508914865981816
4641,St.,29187.0,Missouri,6250,17468,1010,0.25274991912002587,0.7064056939501779,0.04084438692979618
4644,St.,29189.0,Missouri,286704,202434,25720,0.556860338190336,0.3931841400929965,0.049955521716667506
4647,Saline,29195.0,Missouri,2789,5977,508,0.30073323269355184,0.6444899719646323,0.05477679534181583
4650,Schuyler,29197.0,Missouri,354,1505,77,0.1828512396694215,0.7773760330578512,0.03977272727272727
4653,Scotland,29199.0,Missouri,365,1525,78,0.18546747967479674,0.7748983739837398,0.039634146341463415
4656,Scott,29201.0,Missouri,3575,13168,513,0.20717431617987947,0.7630968938340288,0.029728789986091794
4659,Shannon,29203.0,Missouri,776,2966,162,0.1987704918032787,0.7597336065573771,0.04149590163934426
4662,Shelby,29205.0,Missouri,606,2524,125,0.18617511520737326,0.7754224270353303,0.03840245775729647
4665,Stoddard,29207.0,Missouri,1876,11079,336,0.14114814536152284,0.8335715897976074,0.025280264840869763
4668,Stone,29209.0,Missouri,2887,13158,522,0.17426208728194603,0.7942294923643387,0.03150842035371522
4671,Sullivan,29211.0,Missouri,526,1884,76,0.21158487530168946,0.7578439259855189,0.030571198712791632
4674,Taney,29213.0,Missouri,4373,18276,866,0.1859664044227089,0.777206038698703,0.03682755687858814
4677,Texas,29215.0,Missouri,1728,8875,353,0.15772179627601315,0.8100584154801023,0.03221978824388463
4680,Vernon,29217.0,Missouri,1707,6533,359,0.19851145482032795,0.7597395045935574,0.041749040586114665
4683,Warren,29219.0,Missouri,3915,11111,758,0.24803598580841357,0.7039406994424734,0.048023314749113026
4686,Washington,29221.0,Missouri,1926,7048,308,0.20749838396897222,0.7593191122602887,0.033182503770739065
4689,Wayne,29223.0,Missouri,948,4658,49,0.16763925729442972,0.8236958443854996,0.008664898320070735
4692,Webster,29225.0,Missouri,3177,12840,726,0.1897509406916323,0.7668876545421968,0.04336140476617094
4695,Worth,29227.0,Missouri,195,808,43,0.1864244741873805,0.7724665391969407,0.04110898661567878
4698,Wright,29229.0,Missouri,1170,6707,242,0.1441064170464343,0.8260869565217391,0.02980662643182658
4701,St.,29510.0,Missouri,104235,20832,6124,0.794528588089122,0.15879138050628472,0.0466800314045933
4704,Beaverhead,30001.0,Montana,1143,3353,353,0.23571870488760568,0.6914827799546298,0.07279851515776449
4707,Big,30003.0,Montana,2094,1853,290,0.49421760679726223,0.4373377389662497,0.06844465423648809
4710,Blaine,30005.0,Montana,1202,1268,214,0.44783904619970194,0.47242921013412814,0.07973174366616989
4713,Broadwater,30007.0,Montana,573,2348,212,0.1828917969996808,0.7494414299393553,0.06766677306096393
4716,Carbon,30009.0,Montana,1828,3748,415,0.30512435319646136,0.6256050742780838,0.06927057252545485
4719,Carter,30011.0,Montana,70,678,38,0.089058524173028,0.8625954198473282,0.04834605597964377
4722,Cascade,30013.0,Montana,12175,19632,2764,0.3521737872783547,0.567874808365393,0.07995140435625235
4725,Chouteau,30015.0,Montana,732,1679,192,0.2812139838647714,0.6450249711870918,0.07376104494813676
4728,Custer,30017.0,Montana,1176,3657,352,0.22680810028929604,0.7053037608486017,0.06788813886210222
4731,Daniels,30019.0,Montana,168,730,64,0.17463617463617465,0.7588357588357588,0.06652806652806653
4734,Dawson,30021.0,Montana,787,3320,267,0.1799268404206676,0.7590306355738454,0.061042524005486966
4737,Deer,30023.0,Montana,2058,1763,385,0.4893009985734665,0.4191631003328578,0.0915359010936757
4740,Fallon,30025.0,Montana,154,1279,51,0.10377358490566038,0.8618598382749326,0.03436657681940701
4743,Fergus,30027.0,Montana,1202,4269,369,0.20582191780821918,0.7309931506849315,0.06318493150684931
4746,Flathead,30029.0,Montana,13293,30240,3038,0.2854351420411844,0.6493311288140688,0.06523372914474673
4749,Gallatin,30031.0,Montana,24246,23802,5771,0.45051004292164476,0.44226016834203535,0.10722978873631989
4752,Garfield,30033.0,Montana,34,653,31,0.04735376044568245,0.9094707520891365,0.04317548746518106
4755,Glacier,30035.0,Montana,3121,1620,334,0.614975369458128,0.3192118226600985,0.0658128078817734
4758,Golden,30037.0,Montana,71,365,38,0.14978902953586498,0.770042194092827,0.08016877637130802
4761,Granite,30039.0,Montana,472,1192,113,0.26561620709060213,0.670793472144063,0.06359032076533483
4764,Hill,30041.0,Montana,2371,3478,596,0.3678820791311094,0.5396431342125679,0.09247478665632274
4767,Jefferson,30043.0,Montana,1998,4177,539,0.2975871313672922,0.6221328567173071,0.08028001191540066
4770,Judith,30045.0,Montana,235,872,101,0.1945364238410596,0.7218543046357616,0.0836092715231788
4773,Lake,30047.0,Montana,4776,7530,875,0.3623397314316061,0.5712768378726956,0.06638343069569835
4776,Lewis,30049.0,Montana,14478,16895,3105,0.41991994895295554,0.49002262312199085,0.09005742792505365
4779,Liberty,30051.0,Montana,206,698,57,0.21436004162330904,0.7263267429760666,0.05931321540062435
4782,Lincoln,30053.0,Montana,2041,6729,560,0.2187566988210075,0.7212218649517685,0.06002143622722401
4785,McCone,30055.0,Montana,154,862,44,0.14528301886792452,0.8132075471698114,0.04150943396226415
4788,Madison,30057.0,Montana,1180,3297,301,0.24696525742988698,0.6900376726663876,0.0629970699037254
4791,Meagher,30059.0,Montana,193,729,55,0.19754350051177072,0.7461617195496417,0.05629477993858751
4794,Mineral,30061.0,Montana,519,1330,163,0.25795228628230615,0.6610337972166997,0.08101391650099403
4797,Missoula,30063.0,Montana,31543,22250,5410,0.5327939462527237,0.37582554938094354,0.09138050436633278
4800,Musselshell,30065.0,Montana,332,1967,142,0.1360098320360508,0.8058172879967227,0.058172879967226546
4803,Park,30067.0,Montana,3595,4980,784,0.38412223528154715,0.5321081312105994,0.08376963350785341
4806,Petroleum,30069.0,Montana,30,278,14,0.09316770186335403,0.8633540372670807,0.043478260869565216
4809,Phillips,30071.0,Montana,318,1723,130,0.14647627821280515,0.7936434822662367,0.059880239520958084
4812,Pondera,30073.0,Montana,738,1799,186,0.27102460521483657,0.6606683804627249,0.06830701432243849
4815,Powder,30075.0,Montana,127,884,42,0.12060778727445394,0.8395061728395061,0.039886039886039885
4818,Powell,30077.0,Montana,551,2029,214,0.19720830350751611,0.7261989978525412,0.07659269863994274
4821,Prairie,30079.0,Montana,100,556,33,0.14513788098693758,0.806966618287373,0.047895500725689405
4824,Ravalli,30081.0,Montana,6223,14810,1523,0.2758911154460011,0.6565880475261571,0.06752083702784181
4827,Richland,30083.0,Montana,671,3908,292,0.13775405460890988,0.8022993225210429,0.05994662287004722
4830,Roosevelt,30085.0,Montana,1560,1797,295,0.42716319824753557,0.4920591456736035,0.0807776560788609
4833,Rosebud,30087.0,Montana,987,2253,213,0.2858384013900956,0.6524761077324066,0.06168549087749783
4836,Sanders,30089.0,Montana,1218,4286,449,0.20460272131698304,0.7199731227952293,0.07542415588778767
4839,Sheridan,30091.0,Montana,477,1241,117,0.25994550408719347,0.6762942779291553,0.06376021798365122
4842,Silver,30093.0,Montana,8619,6376,1457,0.5238876732312181,0.387551665451009,0.08856066131777292
4845,Stillwater,30095.0,Montana,908,3661,304,0.18633285450441206,0.751282577467679,0.062384568027908885
4848,Sweet,30097.0,Montana,402,1595,110,0.19079259610821073,0.757000474608448,0.052206929283341245
4851,Teton,30099.0,Montana,808,2170,210,0.2534504391468005,0.6806775407779172,0.06587202007528231
4854,Toole,30101.0,Montana,402,1497,138,0.19734904270986744,0.7349042709867453,0.06774668630338733
4857,Treasure,30103.0,Montana,59,351,33,0.13318284424379231,0.7923250564334086,0.0744920993227991
4860,Valley,30105.0,Montana,886,2698,310,0.22752953261427838,0.6928608115048793,0.07960965588084232
4863,Wheatland,30107.0,Montana,179,702,65,0.18921775898520085,0.7420718816067653,0.06871035940803383
4866,Wibaux,30109.0,Montana,55,463,23,0.10166358595194085,0.8558225508317929,0.04251386321626617
4869,Yellowstone,30111.0,Montana,22171,40920,6017,0.32081669271285523,0.5921166869248133,0.08706662036233143
4872,Adams,31001.0,Nebraska,3302,9287,924,0.2443572855768519,0.6872641160364094,0.0683785983867387
4875,Antelope,31003.0,Nebraska,383,2732,166,0.11673270344407193,0.8326729655592807,0.05059433099664736
4878,Arthur,31005.0,Nebraska,17,244,12,0.06227106227106227,0.8937728937728938,0.04395604395604396
4881,Banner,31007.0,Nebraska,19,357,26,0.0472636815920398,0.8880597014925373,0.06467661691542288
4884,Blaine,31009.0,Nebraska,30,276,11,0.0946372239747634,0.8706624605678234,0.03470031545741325
4887,Boone,31011.0,Nebraska,414,2299,192,0.14251290877796902,0.791394148020654,0.06609294320137693
4890,Box,31013.0,Nebraska,965,3617,342,0.19597887896019497,0.7345653939886271,0.0694557270511779
4893,Boyd,31015.0,Nebraska,128,983,45,0.11072664359861592,0.8503460207612457,0.03892733564013841
4896,Brown,31017.0,Nebraska,153,1385,59,0.09580463368816532,0.8672510958046337,0.036944270507201005
4899,Buffalo,31019.0,Nebraska,4763,14569,1797,0.22542477164087274,0.6895262435515169,0.08504898480761039
4902,Burt,31021.0,Nebraska,930,2367,261,0.26138279932546377,0.6652613827993255,0.0733558178752108
4905,Butler,31023.0,Nebraska,691,3079,211,0.17357447877417734,0.7734237628736499,0.05300175835217282
4908,Cass,31025.0,Nebraska,3484,8452,997,0.26938838629861594,0.653521997989639,0.07708961571174515
4911,Cedar,31027.0,Nebraska,571,3532,317,0.12918552036199096,0.7990950226244344,0.07171945701357466
4914,Chase,31029.0,Nebraska,171,1648,79,0.09009483667017913,0.8682824025289779,0.04162276080084299
4917,Cherry,31031.0,Nebraska,317,2623,178,0.10166773572803078,0.8412443874278384,0.05708787684413085
4920,Cheyenne,31033.0,Nebraska,711,3665,335,0.15092337083421778,0.777966461473148,0.07111016769263426
4923,Clay,31035.0,Nebraska,477,2422,166,0.15562805872756932,0.7902120717781403,0.05415986949429037
4926,Colfax,31037.0,Nebraska,859,2171,184,0.2672682016179216,0.6754822650902302,0.05724953329184816
4929,Cuming,31039.0,Nebraska,719,3122,233,0.17648502700049093,0.7663230240549829,0.05719194894452626
4932,Custer,31041.0,Nebraska,641,4695,316,0.11341118188251946,0.8306794055201698,0.055909412597310686
4935,Dakota,31043.0,Nebraska,2314,3616,349,0.36853002070393376,0.5758878802357064,0.05558209906035993
4938,Dawes,31045.0,Nebraska,801,2632,243,0.2178998911860718,0.7159956474428727,0.0661044613710555
4941,Dawson,31047.0,Nebraska,2136,5984,515,0.24736537348002316,0.6929936305732484,0.059640995946728434
4944,Deuel,31049.0,Nebraska,120,809,55,0.12195121951219512,0.8221544715447154,0.05589430894308943
4947,Dixon,31051.0,Nebraska,556,2041,185,0.19985621854780733,0.7336448598130841,0.06649892163910856
4950,Dodge,31053.0,Nebraska,4544,9933,1052,0.2926138193058149,0.6396419602034903,0.06774422049069483
4953,Douglas,31055.0,Nebraska,113798,108077,18558,0.47330441328769346,0.4495098426588696,0.07718574405343692
4956,Dundy,31057.0,Nebraska,89,823,41,0.09338929695697797,0.863588667366212,0.04302203567681007
4959,Fillmore,31059.0,Nebraska,613,2130,198,0.20843250595035703,0.7242434546072765,0.06732403944236655
4962,Franklin,31061.0,Nebraska,250,1347,76,0.14943215780035865,0.8051404662283324,0.045427375971309025
4965,Frontier,31063.0,Nebraska,161,1110,57,0.12123493975903614,0.8358433734939759,0.04292168674698795
4968,Furnas,31065.0,Nebraska,304,1921,115,0.12991452991452992,0.8209401709401709,0.049145299145299144
4971,Gage,31067.0,Nebraska,2935,6380,733,0.29209792993630573,0.634952229299363,0.07294984076433121
4974,Garden,31069.0,Nebraska,153,869,53,0.14232558139534884,0.8083720930232559,0.04930232558139535
4977,Garfield,31071.0,Nebraska,121,821,38,0.12346938775510204,0.8377551020408164,0.03877551020408163
4980,Gosper,31073.0,Nebraska,166,794,50,0.16435643564356436,0.7861386138613862,0.04950495049504951
4983,Grant,31075.0,Nebraska,20,367,18,0.04938271604938271,0.9061728395061729,0.044444444444444446
4986,Greeley,31077.0,Nebraska,210,912,53,0.17872340425531916,0.7761702127659574,0.0451063829787234
4989,Hall,31079.0,Nebraska,6282,14408,1370,0.28476881233000906,0.6531278331822303,0.06210335448776065
4992,Hamilton,31081.0,Nebraska,878,3783,343,0.17545963229416467,0.7559952038369304,0.06854516386890487
4995,Harlan,31083.0,Nebraska,254,1496,82,0.13864628820960698,0.8165938864628821,0.04475982532751092
4998,Hayes,31085.0,Nebraska,30,472,12,0.058365758754863814,0.9182879377431906,0.023346303501945526
5001,Hitchcock,31087.0,Nebraska,161,1232,75,0.10967302452316076,0.8392370572207084,0.05108991825613079
5004,Holt,31089.0,Nebraska,531,4354,233,0.10375146541617819,0.8507229386479094,0.04552559593591247
5007,Hooker,31091.0,Nebraska,40,355,22,0.09592326139088729,0.8513189448441247,0.05275779376498801
5010,Howard,31093.0,Nebraska,544,2284,166,0.18169672678690715,0.7628590514362057,0.055444221776887105
5013,Jefferson,31095.0,Nebraska,837,2399,258,0.23955352032054952,0.6866056096164854,0.07384087006296508
5016,Johnson,31097.0,Nebraska,563,1355,171,0.26950694112015317,0.6486357108664432,0.08185734801340354
5019,Kearney,31099.0,Nebraska,550,2531,215,0.16686893203883496,0.7679004854368932,0.06523058252427184
5022,Keith,31101.0,Nebraska,571,3235,228,0.14154685176003967,0.8019335647000496,0.05651958353991076
5025,Keya,31103.0,Nebraska,40,460,19,0.07707129094412331,0.8863198458574181,0.036608863198458574
5028,Kimball,31105.0,Nebraska,230,1330,117,0.13714967203339296,0.793082886106142,0.06976744186046512
5031,Knox,31107.0,Nebraska,720,3188,207,0.17496962332928312,0.774726609963548,0.05030376670716889
5034,Lancaster,31109.0,Nebraska,61898,61588,12737,0.4543872914265579,0.4521116111082563,0.09350109746518576
5037,Lincoln,31111.0,Nebraska,2913,12164,1054,0.18058396875581179,0.7540760027276672,0.06534002851652099
5040,Logan,31113.0,Nebraska,32,400,21,0.0706401766004415,0.8830022075055187,0.046357615894039736
5043,Loup,31115.0,Nebraska,48,323,14,0.12467532467532468,0.8389610389610389,0.03636363636363636
5046,McPherson,31117.0,Nebraska,14,257,16,0.04878048780487805,0.8954703832752613,0.05574912891986063
5049,Madison,31119.0,Nebraska,2711,10628,1004,0.18901206163285225,0.7409886355713589,0.06999930279578889
5052,Merrick,31121.0,Nebraska,602,2926,260,0.15892291446673706,0.7724392819429778,0.06863780359028511
5055,Morrill,31123.0,Nebraska,284,1802,123,0.12856496152105024,0.8157537347215935,0.05568130375735627
5058,Nance,31125.0,Nebraska,281,1261,79,0.17334978408389884,0.7779148673658236,0.048735348550277606
5061,Nemaha,31127.0,Nebraska,785,2116,260,0.24833913318570072,0.6694084150585258,0.08225245175577349
5064,Nuckolls,31129.0,Nebraska,353,1726,126,0.1600907029478458,0.7827664399092971,0.05714285714285714
5067,Otoe,31131.0,Nebraska,2025,4860,572,0.27155692637789997,0.6517366233069599,0.07670645031514013
5070,Pawnee,31133.0,Nebraska,279,974,74,0.21024868123587037,0.7339864355689525,0.05576488319517709
5073,Perkins,31135.0,Nebraska,161,1217,77,0.11065292096219931,0.836426116838488,0.052920962199312714
5076,Phelps,31137.0,Nebraska,572,3849,274,0.12183173588924387,0.8198083067092652,0.05835995740149095
5079,Pierce,31139.0,Nebraska,382,3052,196,0.10523415977961433,0.840771349862259,0.05399449035812672
5082,Platte,31141.0,Nebraska,2646,10965,822,0.18332986905009355,0.7597173144876325,0.05695281646227396
5085,Polk,31143.0,Nebraska,413,2028,141,0.15995352439969016,0.7854376452362509,0.05460883036405887
5088,Red,31145.0,Nebraska,645,4258,267,0.12475822050290135,0.8235976789168279,0.051644100580270795
5091,Richardson,31147.0,Nebraska,818,2769,218,0.2149802890932983,0.7277266754270696,0.05729303547963206
5094,Rock,31149.0,Nebraska,70,687,41,0.08771929824561403,0.8609022556390977,0.05137844611528822
5097,Saline,31151.0,Nebraska,1733,3004,399,0.3374221183800623,0.5848909657320872,0.07768691588785047
5100,Sarpy,31153.0,Nebraska,28033,45143,7404,0.3478902953586498,0.5602258624968975,0.09188384214445272
5103,Saunders,31155.0,Nebraska,2523,7555,782,0.23232044198895027,0.6956721915285451,0.07200736648250461
5106,Scotts,31157.0,Nebraska,3207,10076,1034,0.22399944122372006,0.7037787245931411,0.07222183418313892
5109,Seward,31159.0,Nebraska,1875,5454,593,0.23668265589497603,0.6884625094673062,0.07485483463771775
5112,Sheridan,31161.0,Nebraska,287,2211,110,0.11004601226993865,0.8477760736196319,0.04217791411042945
5115,Sherman,31163.0,Nebraska,340,1150,83,0.2161474888747616,0.7310870947234583,0.052765416401780035
5118,Sioux,31165.0,Nebraska,81,616,39,0.11005434782608696,0.8369565217391305,0.05298913043478261
5121,Stanton,31167.0,Nebraska,417,2187,197,0.14887540164227062,0.7807925740806855,0.07033202427704391
5124,Thayer,31169.0,Nebraska,499,2051,140,0.18550185873605948,0.762453531598513,0.05204460966542751
5127,Thomas,31171.0,Nebraska,30,344,19,0.07633587786259542,0.8753180661577609,0.04834605597964377
5130,Thurston,31173.0,Nebraska,919,1043,126,0.44013409961685823,0.49952107279693486,0.0603448275862069
5133,Valley,31175.0,Nebraska,339,1780,86,0.15374149659863945,0.8072562358276644,0.039002267573696146
5136,Washington,31177.0,Nebraska,2623,7424,785,0.24215288035450516,0.6853766617429837,0.07247045790251108
5139,Wayne,31179.0,Nebraska,835,2693,248,0.2211334745762712,0.7131885593220338,0.06567796610169492
5142,Webster,31181.0,Nebraska,306,1330,72,0.1791569086651054,0.7786885245901639,0.04215456674473068
5145,Wheeler,31183.0,Nebraska,62,377,26,0.13333333333333333,0.810752688172043,0.05591397849462366
5148,York,31185.0,Nebraska,1186,4700,495,0.18586428459489107,0.7365616674502429,0.07757404795486601
5151,Churchill,32001.0,Nevada,2210,7830,898,0.20204790638142256,0.7158529895776193,0.08209910404095813
5154,Clark,32003.0,Nevada,402227,320057,44872,0.5243092669548306,0.4171993701411447,0.058491362904024735
5157,Douglas,32005.0,Nevada,8454,17415,2016,0.3031737493275955,0.6245293168370092,0.07229693383539537
5160,Elko,32007.0,Nevada,3401,13551,1607,0.1832534080500027,0.7301578748855003,0.08658871706449701
5163,Esmeralda,32009.0,Nevada,65,329,29,0.1536643026004728,0.7777777777777778,0.06855791962174941
5166,Eureka,32011.0,Nevada,74,723,57,0.08665105386416862,0.8466042154566745,0.06674473067915691
5169,Humboldt,32013.0,Nevada,1386,4521,526,0.21545157780195864,0.7027825275921032,0.08176589460593812
5172,Lander,32015.0,Nevada,403,1828,182,0.1670120182345628,0.757563199336925,0.07542478242851222
5175,Lincoln,32017.0,Nevada,285,1671,176,0.13367729831144465,0.7837711069418386,0.0825515947467167
5178,Lyon,32019.0,Nevada,6146,16005,1611,0.2586482619308139,0.6735544146115647,0.0677973234576214
5181,Mineral,32021.0,Nevada,637,1179,181,0.3189784677015523,0.5903855783675513,0.09063595393089635
5184,Nye,32023.0,Nevada,5094,13324,1177,0.25996427660117377,0.6799693799438632,0.060066343454963
5187,Pershing,32027.0,Nevada,430,1403,149,0.21695257315842584,0.7078708375378405,0.0751765893037336
5190,Storey,32029.0,Nevada,752,1616,190,0.2939796716184519,0.6317435496481626,0.07427677873338545
5193,Washoe,32031.0,Nevada,97379,94758,17772,0.46391055171526707,0.45142418857695477,0.08466525970777813
5196,White,32033.0,Nevada,707,2723,343,0.18738404452690166,0.7217068645640075,0.09090909090909091
5199,Carson,32510.0,Nevada,9610,13125,2281,0.3841541413495363,0.5246642149024624,0.09118164374800128
5202,Belknap,33001.0,New,13517,19315,2213,0.3857040947353403,0.5511485233271508,0.06314738193750892
5205,Carroll,33003.0,New,12987,14635,1994,0.4385129659643436,0.49415856293895194,0.06732847109670448
5208,Cheshire,33005.0,New,22064,16876,2955,0.5266499582289056,0.40281656522258025,0.07053347654851415
5211,Coos,33007.0,New,6563,7952,1112,0.4199782427849235,0.5088628655532091,0.07115889166186729
5214,Grafton,33009.0,New,28510,19010,3671,0.5569338360258639,0.3713543396300131,0.07171182434412299
5217,Hillsborough,33011.0,New,99589,100013,14555,0.4650279934814178,0.4670078493815285,0.06796415713705366
5220,Merrimack,33013.0,New,40198,37674,5776,0.4805614001530222,0.450387337413925,0.06905126243305279
5223,Rockingham,33015.0,New,79994,90447,10993,0.4408986187814853,0.4985118555507788,0.06058952566773593
5226,Strafford,33017.0,New,34894,29072,5034,0.5057101449275362,0.42133333333333334,0.07295652173913043
5229,Sullivan,33019.0,New,10210,10796,1677,0.4501168275801261,0.4759511528457435,0.07393201957413041
5232,Atlantic,34001.0,New,60924,52690,3677,0.519426042918894,0.4492245781858796,0.031349378895226404
5235,Bergen,34003.0,New,231211,175529,12556,0.551426677096848,0.41862789055941385,0.029945432343738074
5238,Burlington,34005.0,New,121725,89272,7946,0.5559666214494183,0.40774082752131835,0.03629255102926333
5241,Camden,34007.0,New,146717,72631,7244,0.647494174551617,0.32053647083745235,0.03196935461093066
5244,Cape,34009.0,New,18750,28446,1526,0.3848364188662206,0.5838430277903206,0.031320553343458804
5247,Cumberland,34011.0,New,27771,24453,1780,0.5142396859491889,0.45279979260795494,0.032960521442856085
5250,Essex,34013.0,New,240837,63176,6921,0.7745598744428078,0.20318138254420554,0.02225874301298668
5253,Gloucester,34015.0,New,66870,67544,5128,0.47921056026142667,0.48404064726032303,0.036748792478250275
